x,y,z
0.0016617774963378906,-0.06944817304611206,0.041516274213790894
0.007182091474533081,-0.009127199649810791,-0.014396324753761292
0.002706289291381836,0.00047010183334350586,-0.08394967956701294
-0.013480931520462036,0.0033289194107055664,-0.13658307120203972
-0.002250969409942627,-0.009265601634979248,0.028554659336805344
-0.003990471363067627,0.021794438362121582,-0.004065938293933868
-0.006545305252075195,0.018169403076171875,-0.007383391261100769
-0.027387261390686035,0.04093664884567261,-0.013096623122692108
-0.023339390754699707,0.04618722200393677,0.023932501673698425
-0.024150550365447998,0.040912508964538574,-0.020729050040245056
-0.006670832633972168,0.036396145820617676,-0.0128488689661026
-0.022917211055755615,0.0391964316368103,0.05736000835895538
-0.03285840153694153,0.05120974779129028,-0.005129307508468628
-0.04080823063850403,0.026350438594818115,-0.024321094155311584
-0.0501464307308197,0.04493194818496704,0.006126463413238525
-0.10798311233520508,0.03468489646911621,-0.028194651007652283
-0.13172703981399536,0.04968535900115967,-0.06495398283004761
-0.15309354662895203,-0.0601007342338562,0.02419077605009079
0.06920748949050903,0.02317291498184204,-0.3191346526145935
0.11949634552001953,-0.19578784704208374,-0.011545315384864807
0.13936442136764526,-0.2500971555709839,-0.03755219280719757
0.13904660940170288,-0.2799108624458313,-0.07836708426475525
0.1445940136909485,-0.2959468364715576,0.0038616061210632324
0.15596407651901245,-0.3053438663482666,0.09646879474166781
0.15781593322753906,-0.3025878369808197,-0.11271502077579498
0.16127938032150269,-0.3017628788948059,-0.14166712760925293
0.1653551459312439,-0.3029879927635193,-0.12374012172222137
0.17572689056396484,-0.29731523990631104,-0.12563873827457428
0.1774854063987732,-0.2948548495769501,-0.14892078936100006
0.18008124828338623,-0.2930821180343628,-0.1818036139011383
0.18010717630386353,-0.29122012853622437,-0.15252366662025452
0.17930692434310913,-0.2909630239009857,-0.16657128930091858
0.17984086275100708,-0.28846922516822815,-0.13868528604507446
0.1801740527153015,-0.2877630591392517,-0.11558493971824646
0.18239277601242065,-0.28748413920402527,-0.090207040309906
0.18002718687057495,-0.28316137194633484,0.05861237645149231
0.17361420392990112,-0.2832074761390686,0.0377407968044281
0.16952556371688843,-0.28344079852104187,0.026702173054218292
0.15700370073318481,-0.2842051386833191,0.1193821169435978
0.15371054410934448,-0.28589484095573425,0.07872111909091473
0.14870089292526245,-0.2888104319572449,0.02623305469751358
0.14756882190704346,-0.2991861402988434,-0.09429046511650085
0.144120991230011,-0.28706783056259155,-0.20077350735664368
0.13740134239196777,-0.2870343327522278,-0.363621324300766
0.14435255527496338,-0.28560560941696167,-0.2649420201778412
0.14511078596115112,-0.28550827503204346,-0.23961415886878967
0.1453239917755127,-0.28402194380760193,-0.21283411979675293
0.14449858665466309,-0.2843643128871918,-0.2251623570919037
0.14447671175003052,-0.2857285737991333,-0.18942996859550476
0.14448398351669312,-0.28575852513313293,-0.20998716354370117
0.14308756589889526,-0.28681227564811707,-0.2040049135684967
0.14306175708770752,-0.2886337637901306,-0.1959475576877594
0.14314496517181396,-0.28744080662727356,-0.07785354554653168
0.14639776945114136,-0.2866803705692291,-0.08151358366012573
0.14551717042922974,-0.2893916964530945,-0.15204834938049316
0.14567869901657104,-0.29595932364463806,-0.1361735314130783
0.14163810014724731,-0.2974393367767334,-0.1780306100845337
0.15250486135482788,-0.297991544008255,-0.12373043596744537
0.14560753107070923,-0.29803597927093506,-0.15748685598373413
0.10520952939987183,-0.27730119228363037,0.138020820915699
0.06002718210220337,-0.2658177614212036,0.14700376242399216
0.0573045015335083,-0.2655770182609558,0.21049164980649948
0.05906182527542114,-0.2580099105834961,0.2274240255355835
0.052406251430511475,-0.2485399842262268,0.12219323962926865
0.052494943141937256,-0.24529719352722168,0.08789452631026506
0.051737308502197266,-0.24707907438278198,0.10142047330737114
0.049820661544799805,-0.24608176946640015,0.04219858720898628
0.050061047077178955,-0.25695568323135376,-0.0629245787858963
0.05887472629547119,-0.25761035084724426,-0.17845642566680908
0.0896490216255188,-0.2776472866535187,-0.32563915848731995
0.13702964782714844,-0.3457120656967163,-0.5609419643878937
0.17574816942214966,-0.4584468603134155,-0.43666085600852966
0.16930705308914185,-0.5244508534669876,-0.6134446561336517
